MDE ID,County,Name,City,11/13/21,11/27/21,12/11/21,12/25/21
0011-01-006,Hennepin,Jackson Middle,Champlin,10-19,10-19,0-4,0-4
0271-01-009,Hennepin,Jefferson Senior High,Bloomington,10-19,10-19,5-9,0-4
0001-03-323,Hennepin,Justice Page Middle School,Minneapolis,0-4,0-4,5-9,0-4
0271-01-007,Hennepin,Kennedy Senior High,Bloomington,0-4,0-4,5-9,0-4
0270-01-567,Hennepin,L.H. Tanglen Elementary,Minnetonka,0-4,10-19,0-4,0-4
0001-33-017,Hennepin,Lake Country School,Minneapolis,5-9,0-4,0-4,0-4
0001-03-121,Hennepin,Lake Harriet Upper School,Minneapolis,5-9,5-9,0-4,0-4
0279-01-094,Hennepin,Maple Grove Middle School,Maple Grove,10-19,5-9,5-9,0-4
0279-01-090,Hennepin,Maple Grove Senior High,Maple Grove,5-9,5-9,0-4,0-4
0284-01-803,Hennepin,Meadow Ridge Elementary School,Plymouth,5-9,0-4,0-4,0-4
0270-01-570,Hennepin,Meadowbrook Elementary,Golden Valley,10-19,10-19,0-4,0-4
4131-07-010,Hennepin,Metro Schools Charter,Minneapolis,0-4,0-4,0-4,5-9
0001-33-059,Hennepin,Minnehaha Academy Mid & Lower Schools,Minneapolis,0-4,5-9,5-9,0-4
0276-01-075,Hennepin,Minnetonka East Middle,Minnetonka,5-9,5-9,0-4,0-4
0276-01-074,Hennepin,Minnetonka Senior High,Minnetonka,5-9,5-9,5-9,0-4
0276-01-605,Hennepin,Minnewashta Elementary,Excelsior,30-39,10-19,5-9,0-4
0277-01-062,Hennepin,Mound Westonka High School,Minnetrista,5-9,0-4,0-4,0-4
4017-07-012,Hennepin,MTS High School,Minneapolis,5-9,0-4,0-4,0-4
0271-31-004,Hennepin,Nativity of Mary,Bloomington,0-4,5-9,0-4,0-4
4143-07-010,Hennepin,New Millenium Academy Charter School,Brooklyn Center,0-4,0-4,10-19,0-4
0281-01-017,Hennepin,Noble Elementary,Golden Valley,5-9,0-4,0-4,0-4
0273-01-533,Hennepin,Normandale Elementary,Edina,5-9,5-9,0-4,0-4
0271-01-450,Hennepin,Normandale Hills Elementary,Bloomington,5-9,0-4,0-4,0-4
0284-01-802,Hennepin,North Woods Elementary School,Plymouth,5-9,5-9,5-9,0-4
0271-01-448,Hennepin,Oak Grove Elementary,Bloomington,5-9,0-4,5-9,0-4
0271-01-013,Hennepin,Oak Grove Middle,Bloomington,0-4,5-9,0-4,0-4
0272-01-880,Hennepin,Oak Point Elementary,Eden Prairie,5-9,5-9,0-4,0-4
0279-01-696,Hennepin,Oak View Elementary,Maple Grove,5-9,5-9,0-4,0-4
0271-01-447,Hennepin,Olson Elementary,Bloomington,5-9,0-4,0-4,0-4
0271-01-346,Hennepin,Olson Middle,Bloomington,0-4,5-9,5-9,0-4
0278-01-030,Hennepin,Orono Senior High,Long Lake,5-9,0-4,0-4,0-4
0279-01-042,Hennepin,Osseo Education Center,Osseo,5-9,0-4,0-4,0-4
0279-01-034,Hennepin,Osseo Middle School,Osseo,5-9,5-9,0-4,0-4
0279-01-032,Hennepin,Osseo Senior High,Osseo,5-9,10-19,0-4,0-4
0273-31-007,Hennepin,Our Lady of Grace,Edina,5-9,10-19,0-4,0-4
0011-01-425,Hennepin,Oxbow Creek Elementary,Champlin,10-19,10-19,0-4,0-4
0279-01-678,Hennepin,Palmer Lake Elementary,Brooklyn Park,0-4,0-4,5-9,0-4
0279-01-088,Hennepin,Park Center IB World School,Brooklyn Park,10-19,5-9,5-9,0-4
4199-07-030,Hennepin,Parnassus Preparatory School,Maple Grove,5-9,5-9,0-4,0-4
4097-07-010,Hennepin,Partnership Academy,Richfield,0-4,0-4,5-9,0-4
0283-01-754,Hennepin,Peter Hobart Elementary,Saint Louis Park,0-4,5-9,0-4,0-4
0001-03-155,Hennepin,Pillsbury Elementary,Minneapolis,0-4,10-19,0-4,0-4
0284-01-810,Hennepin,Plymouth Creek Elementary,Plymouth,5-9,5-9,0-4,0-4
0272-01-881,Hennepin,Prairie View Elementary,Eden Prairie,5-9,0-4,0-4,0-4
0284-31-010,Hennepin,Providence Academy,Plymouth,10-19,10-19,0-4,0-4
0279-01-685,Hennepin,Rice Lake Elementary,Maple Grove,10-19,5-9,0-4,0-4
0280-01-705,Hennepin,Richfield Dual Language School,Richfield,5-9,0-4,0-4,0-4
0280-01-035,Hennepin,Richfield Senior High,Richfield,0-4,0-4,5-9,0-4
0281-01-053,Hennepin,Robbinsdale Armstrong Senior High,Plymouth,0-4,5-9,5-9,0-4
0281-01-050,Hennepin,Robbinsdale Cooper Senior High,New Hope,5-9,0-4,0-4,0-4
0281-01-012,Hennepin,Robbinsdale Spanish Immersion El.,New Hope,5-9,5-9,0-4,0-4
0883-01-002,Hennepin,Rockford Elementary Arts Magnet Sch,Rockford,5-9,5-9,0-4,0-4
0728-01-070,Hennepin,Rogers Elementary,Rogers,10-19,20-29,5-9,0-4
0728-01-340,Hennepin,Rogers Middle School,Rogers,5-9,5-9,5-9,0-4
0728-01-510,Hennepin,Rogers Senior High,Rogers,5-9,10-19,5-9,5-9
0279-01-669,Hennepin,Rush Creek Elementary,Maple Grove,10-19,0-4,0-4,0-4
0276-01-606,Hennepin,Scenic Heights Elementary,Minnetonka,10-19,5-9,0-4,0-4
0278-01-661,Hennepin,Schumann Elementary,Long Lake,5-9,10-19,0-4,0-4
4159-07-010,Hennepin,Seven Hills Preparatory Academy,Bloomington,5-9,0-4,0-4,0-4
0280-01-701,Hennepin,Sheridan Hills Elementary,Richfield,5-9,5-9,5-9,0-4
0277-01-615,Hennepin,Shirley Hills Primary School,Mound,5-9,0-4,0-4,0-4
0001-03-362,Hennepin,South Senior High,Minneapolis,0-4,5-9,0-4,0-4
0001-03-471,Hennepin,Southwest High School - SWS,Minneapolis,0-4,0-4,5-9,5-9
0279-31-002,Hennepin,St. Alphonsus,Brooklyn Center,5-9,0-4,0-4,0-4
0284-31-003,Hennepin,St. Bartholomew,Wayzata,0-4,10-19,0-4,0-4
0282-31-001,Hennepin,St. Charles Borromeo,Saint Anthony,5-9,0-4,0-4,0-4
0279-31-003,Hennepin,St. John's Lutheran,Corcoran,0-4,0-4,5-9,0-4
0283-01-042,Hennepin,St. Louis Park Middle School,Saint Louis Park,5-9,5-9,5-9,0-4
0283-01-040,Hennepin,St. Louis Park Senior High,Saint Louis Park,5-9,10-19,0-4,0-4
0279-31-004,Hennepin,St. Vincent de Paul,Brooklyn Park,0-4,10-19,0-4,0-4
0284-01-808,Hennepin,Sunset Hill Elementary,Plymouth,20-29,5-9,0-4,0-4
0283-01-755,Hennepin,Susan Lindgren Elementary,Saint Louis Park,0-4,5-9,0-4,0-4
0271-01-459,Hennepin,Valley View Elementary,Bloomington,5-9,5-9,0-4,0-4
0271-01-345,Hennepin,Valley View Middle,Bloomington,0-4,5-9,0-4,0-4
0273-01-020,Hennepin,Valley View Middle,Edina,0-4,5-9,0-4,0-4
0001-03-165,Hennepin,Waite Park Elementary,Minneapolis,0-4,5-9,0-4,0-4
0271-01-432,Hennepin,Washburn Elementary,Bloomington,0-4,5-9,0-4,0-4
0001-03-368,Hennepin,Washburn Senior High,Minneapolis,0-4,5-9,10-19,10-19
0284-01-053,Hennepin,Wayzata Central Middle,Plymouth,10-19,5-9,0-4,0-4
0284-01-052,Hennepin,Wayzata East Middle,Plymouth,0-4,0-4,5-9,0-4
0284-01-050,Hennepin,Wayzata High,Plymouth,5-9,10-19,10-19,0-4
0279-01-673,Hennepin,Weaver Lake,Maple Grove,5-9,5-9,5-9,0-4
0282-01-040,Hennepin,Wilshire Park Elementary,Saint Anthony,5-9,5-9,0-4,0-4
0282-01-040,Hennepin,Wilshire Park Elementary,Saint Anthony,5-9,5-9,5-9,0-4
0279-01-665,Hennepin,Woodland Elementary,Brooklyn Park,0-4,5-9,0-4,0-4
0279-01-665,Hennepin,Woodland Elementary,Brooklyn Park,0-4,0-4,5-9,0-4
4140-07-010,Hennepin,Yinghua Academy,Minneapolis,0-4,5-9,0-4,0-4
4140-07-010,Hennepin,Yinghua Academy,Minneapolis,0-4,0-4,5-9,0-4
0279-01-681,Hennepin,Zanewood Community School,Brooklyn Park,0-4,5-9,0-4,0-4
0300-31-001,Houston,Crucifixion,La Crescent,5-9,0-4,0-4,0-4
0294-01-010,Houston,Houston Elementary,Houston,0-4,0-4,0-4,5-9
0294-01-020,Houston,Houston Secondary,Houston,0-4,0-4,5-9,0-4
0300-01-010,Houston,La Crescent-Hokah Elementary,La Crescent,5-9,0-4,0-4,5-9
0309-01-030,Hubbard,Park Rapids Area Century Elementary,Park Rapids,0-4,5-9,0-4,0-4
0309-01-080,Hubbard,Park Rapids Area Century Middle,Park Rapids,5-9,0-4,0-4,0-4
0314-01-002,Isanti,Braham Elementary,Braham,0-4,5-9,0-4,0-4
0911-01-201,Isanti,Cambridge Intermediate School,Cambridge,5-9,0-4,5-9,0-4
0911-01-301,Isanti,Cambridge Middle School,Cambridge,10-19,0-4,0-4,0-4
0911-01-101,Isanti,Cambridge Primary School,Cambridge,5-9,5-9,0-4,0-4
0911-01-350,Isanti,Cambridge-Isanti High School,Cambridge,20-29,0-4,0-4,0-4
0911-01-202,Isanti,Isanti Intermediate School,Isanti,5-9,10-19,0-4,0-4
0911-01-302,Isanti,Isanti Middle School,Isanti,5-9,0-4,0-4,0-4
0318-01-110,Itasca,Cohasset Elementary,Cohasset,5-9,0-4,0-4,0-4
0318-01-140,Itasca,East Rapids Elementary,Grand Rapids,10-19,0-4,0-4,0-4
0318-01-360,Itasca,Grand Rapids Senior High,Grand Rapids,20-29,5-9,5-9,0-4
0316-01-310,Itasca,Greenway Senior High,Coleraine,5-9,0-4,0-4,0-4
0319-01-020,Itasca,Keewatin-Nashwauk Elementary School,Keewatin,10-19,0-4,0-4,0-4
0319-01-050,Itasca,Nashwauk Secondary,Nashwauk,5-9,0-4,0-4,0-4
0318-01-370,Itasca,Robert J. Elkington Middle School,Grand Rapids,10-19,0-4,0-4,0-4
0316-01-110,Itasca,Vandyke Elementary,Coleraine,10-19,0-4,0-4,0-4
0318-01-155,Itasca,West Rapids Elementary,Grand Rapids,0-4,5-9,0-4,0-4
0332-01-030,Kanabec,Mora Elementary School,Mora,10-19,20-29,5-9,0-4
0332-01-040,Kanabec,Mora Secondary,Mora,5-9,5-9,5-9,0-4
0333-01-010,Kanabec,Ogilvie Elementary,Ogilvie,5-9,5-9,0-4,0-4
0333-01-020,Kanabec,Ogilvie Secondary,Ogilvie,5-9,0-4,0-4,0-4
0347-01-109,Kandiyohi,Kennedy Elementary,Willmar,5-9,0-4,0-4,0-4
0347-01-110,Kandiyohi,Lakeland Elementary School,Willmar,5-9,5-9,0-4,0-4
0347-01-108,Kandiyohi,Roosevelt Elementary,Willmar,10-19,0-4,0-4,0-4
0347-01-949,Kandiyohi,Willmar Area Learning Center,Willmar,5-9,0-4,0-4,0-4
0347-01-301,Kandiyohi,Willmar Middle School,Willmar,20-29,5-9,0-4,0-4
0347-01-301,Kandiyohi,Willmar Middle School,Willmar,10-19,10-19,5-9,0-4
0347-01-300,Kandiyohi,Willmar Senior High,Willmar,10-19,0-4,5-9,0-4
0347-01-300,Kandiyohi,Willmar Senior High,Willmar,10-19,10-19,0-4,5-9
2171-01-015,Kittson,Kittson Central Elementary,Hallock,0-4,0-4,5-9,0-4
2358-01-020,Kittson,Tri-County Secondary,Karlstad,10-19,0-4,0-4,0-4
0361-01-007,Koochiching,Falls Elementary,International Falls,5-9,5-9,5-9,0-4
0361-01-001,Koochiching,Falls Secondary,International Falls,10-19,5-9,0-4,0-4
0362-01-020,Koochiching,Littlefork-Big Falls Elementary,Littlefork,0-4,0-4,0-4,5-9
2853-01-040,Lac qui Parle,Lac qui Parle Valley Secondary,Madison,5-9,10-19,0-4,0-4
0378-01-010,Lac qui Parle,Stevens Elementary,Dawson,0-4,5-9,0-4,0-4
0390-01-224,Lake of The Woods,Lake of The Woods Elementary,Baudette,5-9,0-4,0-4,0-4
0391-01-010,Le Sueur,Cleveland Elementary,Cleveland,0-4,5-9,5-9,0-4
2905-01-010,Le Sueur,Le Center Pre K-8,Le Center,5-9,0-4,0-4,0-4
2397-01-020,Le Sueur,Le Sueur-Henderson High School,Le Sueur,0-4,10-19,0-4,0-4
2905-01-030,Le Sueur,Montgomery Pre K-8,Montgomery,0-4,5-9,0-4,0-4
2397-01-010,Le Sueur,Park Elementary,Le Sueur,5-9,5-9,0-4,0-4
2905-01-020,Le Sueur,Tri-City United High School,Montgomery,0-4,5-9,5-9,0-4
0413-01-001,Lyon,Marshall High School,Marshall,0-4,10-19,0-4,0-4
0413-01-006,Lyon,Marshall Middle School,Marshall,10-19,0-4,0-4,0-4
0432-01-020,Mahnomen,Mahnomen Secondary,Mahnomen,0-4,5-9,0-4,0-4
2752-01-050,Martin,Fairmont Elementary School,Fairmont,10-19,0-4,5-9,0-4
2752-01-060,Martin,Fairmont Jr./Sr. High School,Fairmont,10-19,5-9,0-4,0-4
0423-01-020,McLeod,Hutchinson Middle,Hutchinson,10-19,5-9,0-4,0-4
0423-01-010,McLeod,Hutchinson Park Elementary,Hutchinson,10-19,10-19,5-9,0-4
0423-01-030,McLeod,Hutchinson Senior High,Hutchinson,10-19,10-19,0-4,0-4
0423-01-060,McLeod,Hutchinson West Elementary,Hutchinson,0-4,5-9,0-4,0-4
2859-01-010,McLeod,Lincoln Elementary,Glencoe,5-9,5-9,0-4,0-4
2396-01-300,Meeker,A.C.G.C. Secondary,Grove City,10-19,5-9,0-4,0-4
0466-01-003,Meeker,Dassel Elementary,Dassel,0-4,5-9,0-4,0-4
0463-01-020,Meeker,Eden Valley Secondary,Eden Valley,0-4,5-9,0-4,0-4
0465-01-030,Meeker,Litchfield Middle School,Litchfield,5-9,0-4,0-4,0-4
0912-01-010,Mille Lacs,Milaca Elementary,Milaca,5-9,0-4,0-4,0-4
0912-01-030,Mille Lacs,Milaca Secondary High,Milaca,5-9,5-9,0-4,0-4
0477-01-030,Mille Lacs,Princeton High School,Princeton,20-29,5-9,0-4,0-4
0477-01-010,Mille Lacs,Princeton Intermediate School,Princeton,20-29,10-19,0-4,0-4
0477-01-020,Mille Lacs,Princeton Middle School,Princeton,20-29,10-19,0-4,0-4
0477-01-001,Mille Lacs,Princeton Primary School,Princeton,5-9,10-19,0-4,0-4
0482-01-200,Morrison,Community Middle,Little Falls,5-9,0-4,0-4,0-4
0482-01-110,Morrison,Lincoln Elementary,Little Falls,5-9,0-4,0-4,0-4
0482-01-300,Morrison,Little Falls Senior High,Little Falls,10-19,0-4,0-4,0-4
0492-01-200,Mower,Austin Senior High,Austin,10-19,0-4,5-9,0-4
0492-01-280,Mower,I.J. Holton Intermediate School,Austin,5-9,0-4,5-9,0-4
0505-01-010,Murray,Fulda Elementary,Fulda,5-9,0-4,0-4,0-4
2169-01-020,Murray,Murray County Central Secondary,Slayton,0-4,5-9,0-4,0-4
0077-01-060,Nicollet,Bridges Community Elementary,North Mankato,0-4,5-9,0-4,0-4
0077-01-190,Nicollet,Dakota Meadows Middle School,North Mankato,5-9,5-9,5-9,0-4
0077-01-020,Nicollet,Hoover Elementary,North Mankato,10-19,5-9,5-9,0-4
0508-01-080,Nicollet,St. Peter Middle School,Saint Peter,5-9,0-4,5-9,0-4
0518-01-001,Nobles,Prairie Elementary,Worthington,5-9,0-4,0-4,0-4
2907-01-010,Nobles,Round Lake-Brewster Elementary,Brewster,5-9,0-4,0-4,0-4
0518-01-004,Nobles,Worthington Middle,Worthington,5-9,0-4,0-4,0-4
0518-01-004,Nobles,Worthington Middle,Worthington,0-4,5-9,0-4,0-4
0518-01-008,Nobles,Worthington Senior High,Worthington,5-9,0-4,0-4,0-4
0535-01-110,Olmsted,Bamber Valley Elementary,Rochester,0-4,0-4,5-9,0-4
0534-01-010,Olmsted,Bear Cave Intermediate School,Stewartville,5-9,5-9,0-4,0-4
0535-01-112,Olmsted,Bishop Elementary,Rochester,5-9,5-9,0-4,0-4
0534-01-011,Olmsted,Bonner Elementary,Stewartville,5-9,10-19,0-4,0-4
0531-01-010,Olmsted,Byron Intermediate School,Byron,5-9,5-9,0-4,0-4
0531-01-030,Olmsted,Byron Middle School,Byron,0-4,5-9,0-4,0-4
0531-01-060,Olmsted,Byron Primary School,Byron,0-4,5-9,0-4,0-4
0531-01-020,Olmsted,Byron Senior High School,Byron,5-9,0-4,5-9,0-4
0535-01-305,Olmsted,Century Senior High,Rochester,10-19,10-19,0-4,0-4
0535-01-124,Olmsted,Franklin Elementary,Rochester,0-4,10-19,0-4,0-4
0535-01-126,Olmsted,Gage Elementary,Rochester,0-4,10-19,5-9,0-4
0535-01-129,Olmsted,George W. Gibbs Elementary,Rochester,10-19,10-19,0-4,0-4
0535-31-179,Olmsted,Holy Spirit,Rochester,0-4,5-9,0-4,0-4
0535-01-134,Olmsted,Hoover Elementary,Rochester,10-19,0-4,0-4,0-4
0535-01-136,Olmsted,Jefferson Elementary,Rochester,5-9,5-9,0-4,0-4
0535-01-325,Olmsted,John Adams Middle,Rochester,5-9,0-4,5-9,0-4
0535-01-310,Olmsted,John Marshall Senior High,Rochester,10-19,5-9,0-4,0-4
0535-01-335,Olmsted,Kellogg Middle,Rochester,5-9,5-9,0-4,0-4
0535-01-138,Olmsted,Lincoln K-8 Choice Elementary,Rochester,5-9,5-9,0-4,0-4
0535-01-140,Olmsted,Longfellow Choice Elementary,Rochester,0-4,5-9,0-4,0-4
0535-01-315,Olmsted,Mayo Senior High,Rochester,0-4,10-19,5-9,0-4
0535-01-125,Olmsted,Montessori at Franklin,Rochester,5-9,5-9,0-4,0-4
0535-01-146,Olmsted,Pinewood Elementary,Rochester,10-19,0-4,0-4,0-4
0535-31-164,Olmsted,St. Francis,Rochester,0-4,5-9,0-4,0-4
0535-01-330,Olmsted,Willow Creek Middle,Rochester,5-9,5-9,0-4,0-4
0535-01-330,Olmsted,Willow Creek Middle,Rochester,10-19,5-9,5-9,0-4
0544-01-370,Otter Tail,Fergus Falls Area Learning Center,Fergus Falls,10-19,0-4,0-4,0-4
0545-01-010,Otter Tail,Henning Elementary,Henning,5-9,0-4,0-4,0-4
0544-01-390,Otter Tail,Kennedy High School,Fergus Falls,10-19,0-4,0-4,0-4
0544-01-380,Otter Tail,Kennedy Middle School,Fergus Falls,10-19,0-4,0-4,0-4
0553-01-010,Otter Tail,New York Mills Elementary,New York Mills,5-9,0-4,0-4,0-4
0549-31-002,Otter Tail,St. Paul's Lutheran,Perham,5-9,0-4,0-4,0-4
0550-01-020,Otter Tail,Underwood Secondary,Underwood,0-4,5-9,0-4,0-4
0564-01-031,Pennington,Challenger Elementary,Thief River Falls,5-9,5-9,0-4,0-4
0564-01-060,Pennington,Franklin Middle,Thief River Falls,0-4,5-9,0-4,0-4
0564-01-070,Pennington,Lincoln Senior High,Thief River Falls,0-4,5-9,0-4,0-4
0578-01-010,Pine,Pine City Elementary,Pine City,40-49,5-9,0-4,0-4
0581-01-020,Pipestone,Edgerton Elementary,Edgerton,5-9,0-4,0-4,0-4
0991-83-029,Pipestone,SWWC ELC - Pipestone,Pipestone,5-9,0-4,0-4,0-4
0595-01-120,Polk,New Heights Elementary,East Grand Forks,5-9,5-9,0-4,0-4
0595-01-110,Polk,South Point Elementary,East Grand Forks,10-19,5-9,0-4,0-4
2149-01-070,Pope,Minnewaska Area Elementary,Glenwood,5-9,5-9,5-9,0-4
2149-01-060,Pope,Minnewaska Area Intermediate School,Glenwood,5-9,0-4,0-4,0-4
4018-07-010,Ramsey,Achieve Language Academy,Saint Paul,5-9,0-4,0-4,0-4
0625-01-410,Ramsey,Adams Magnet Elementary,Saint Paul,0-4,5-9,0-4,0-4
0625-01-310,Ramsey,Battle Creek Middle,Saint Paul,0-4,0-4,5-9,0-4
0621-01-025,Ramsey,Bel Air Elementary,New Brighton,5-9,0-4,5-9,0-4
0624-01-827,Ramsey,Birch Lake Elementary,White Bear Lake,5-9,0-4,0-4,0-4
0625-01-449,Ramsey,Bruce F Vento Elementary,Saint Paul,0-4,5-9,0-4,0-4
0625-01-494,Ramsey,Capitol Hill Magnet/Rondo,Saint Paul,10-19,10-19,5-9,0-4
0622-01-027,Ramsey,Carver Elementary,Maplewood,5-9,0-4,0-4,0-4
0624-01-057,Ramsey,Central Middle,White Bear Lake,5-9,5-9,0-4,0-4
0623-01-722,Ramsey,Central Park Elementary,Roseville,0-4,5-9,0-4,0-4
0625-01-210,Ramsey,Central Senior High,Saint Paul,0-4,5-9,5-9,5-9
0621-01-070,Ramsey,Chippewa Middle School,North Oaks,5-9,0-4,5-9,0-4
4015-07-013,Ramsey,Community of Peace Academy,Saint Paul,0-4,10-19,0-4,0-4
4181-07-010,Ramsey,Community School of Excellence,St. Paul,0-4,0-4,5-9,0-4
0625-01-212,Ramsey,Como Park Senior High,Saint Paul,5-9,0-4,5-9,0-4
0625-01-211,Ramsey,Creative Arts Secondary School,Saint Paul,0-4,0-4,5-9,0-4
0625-31-835,Ramsey,Cretin-Derham Hall,Saint Paul,10-19,0-4,10-19,0-4
0625-01-465,Ramsey,Crossroads Montessori,Saint Paul,5-9,0-4,0-4,0-4
0625-01-452,Ramsey,Eastern Heights Elementary,Saint Paul,0-4,0-4,5-9,0-4
0621-01-066,Ramsey,Edgewood Middle School,Mounds View,5-9,0-4,0-4,0-4
0625-01-435,Ramsey,EXPO for Excellence Elementary School,Saint Paul,5-9,10-19,0-4,0-4
4186-07-010,Ramsey,Global Academy,New Brighton,10-19,5-9,5-9,0-4
0625-01-528,Ramsey,Global Arts Plus Upper,Saint Paul,0-4,5-9,0-4,0-4
0625-01-476,Ramsey,Groveland Park Elementary,Saint Paul,0-4,0-4,5-9,0-4
0623-01-525,Ramsey,Harambee Elementary School,Maplewood,0-4,0-4,5-9,0-4
0625-01-215,Ramsey,Harding Senior High,Saint Paul,0-4,5-9,5-9,0-4
0625-31-842,Ramsey,Highland Catholic,Saint Paul,10-19,0-4,0-4,0-4
0625-01-330,Ramsey,Highland Park Middle School,Saint Paul,0-4,5-9,0-4,0-4
0625-01-220,Ramsey,Highland Park Senior High,Saint Paul,5-9,5-9,5-9,0-4
0621-01-067,Ramsey,Highview Middle School,New Brighton,5-9,0-4,5-9,0-4
0622-31-064,Ramsey,Hill-Murray,Maplewood,0-4,10-19,5-9,0-4
4103-07-030,Ramsey,Hmong College Prep Academy,Saint Paul,0-4,5-9,5-9,0-4
0625-31-845,Ramsey,Holy Spirit School,Saint Paul,5-9,5-9,0-4,0-4
0625-01-225,Ramsey,Humboldt High School,Saint Paul,0-4,5-9,0-4,0-4
0621-01-065,Ramsey,Irondale Senior High,New Brighton,5-9,5-9,0-4,0-4
0621-01-026,Ramsey,Island Lake Elementary,Shoreview,5-9,5-9,5-9,0-4
0625-01-500,Ramsey,Jackson Preparatory Elementary,Saint Paul,0-4,5-9,0-4,0-4
0625-01-483,Ramsey,Jie Ming Mandarin Immersion Academy,Saint Paul,10-19,0-4,0-4,0-4
0625-01-493,Ramsey,JJ Hill Montessori,Saint Paul,5-9,0-4,0-4,0-4
0622-01-055,Ramsey,John Glenn Middle,Maplewood,10-19,0-4,0-4,0-4
0625-01-230,Ramsey,Johnson Senior High,Saint Paul,0-4,0-4,5-9,0-4
0623-01-728,Ramsey,Little Canada Elementary,Little Canada,0-4,5-9,0-4,0-4
0624-01-833,Ramsey,Matoska International,White Bear Lake,5-9,0-4,0-4,0-4
0625-01-524,Ramsey,Maxfield Elementary School,Saint Paul,5-9,0-4,0-4,0-4
0621-01-064,Ramsey,Mounds View Senior High,Arden Hills,10-19,5-9,5-9,0-4
0625-01-342,Ramsey,Murray Middle School,Saint Paul,0-4,0-4,0-4,5-9
0625-31-851,Ramsey,Nativity,Saint Paul,5-9,5-9,0-4,0-4
0625-01-533,Ramsey,Nokomis Montessori North Campus,Saint Paul,5-9,5-9,0-4,0-4
0623-31-010,Ramsey,North Heights Christian Academy,Roseville,0-4,5-9,5-9,0-4
0622-01-057,Ramsey,North Senior High,North Saint Paul,5-9,0-4,0-4,0-4
4098-07-010,Ramsey,Nova Classical Academy Lower School,Saint Paul,10-19,5-9,0-4,0-4
4098-07-020,Ramsey,Nova Classical Academy Upper School,Saint Paul,0-4,0-4,0-4,5-9
0625-01-578,Ramsey,Obama Service Learning Elementary,Saint Paul,5-9,0-4,0-4,0-4
0625-01-250,Ramsey,Open World Learning Secondary,Saint Paul,0-4,0-4,5-9,0-4
0623-01-073,Ramsey,Parkview Center School,Roseville,10-19,10-19,0-4,0-4
0621-01-030,Ramsey,Pinewood Elementary,Mounds View,10-19,0-4,0-4,0-4
0622-31-066,Ramsey,Presentation of Mary School,Maplewood,5-9,0-4,0-4,0-4
0623-01-069,Ramsey,Roseville Area Senior High,Roseville,10-19,10-19,5-9,5-9
0621-31-083,Ramsey,St. Odilia,Shoreview,10-19,0-4,0-4,0-4
0622-31-069,Ramsey,St. Peter,North Saint Paul,5-9,5-9,0-4,0-4
0622-31-068,Ramsey,Transfiguration,Oakdale,5-9,0-4,0-4,0-4
0621-01-035,Ramsey,Turtle Lake Elementary,Shoreview,0-4,10-19,5-9,0-4
4152-07-010,Ramsey,Twin Cities German Immersion Charter School,Saint Paul,0-4,10-19,5-9,0-4
4088-07-010,Ramsey,Urban Academy Charter School,Saint Paul,0-4,0-4,5-9,0-4
0625-01-252,Ramsey,Washington Tech Secondary Magnet,Saint Paul,5-9,5-9,10-19,0-4
0624-01-055,Ramsey,White Bear North Campus Senior,White Bear Lake,5-9,5-9,5-9,0-4
0624-01-095,Ramsey,White Bear South Campus Senior,White Bear Lake,5-9,0-4,0-4,0-4
0623-01-731,Ramsey,Williams Elementary,Shoreview,0-4,5-9,0-4,0-4
0630-01-010,Red Lake,J.A. Hughes Elementary,Red Lake Falls,5-9,0-4,0-4,0-4
2897-01-003,Redwood,Redwood Valley Middle,Redwood Falls,0-4,5-9,0-4,0-4
2897-01-001,Redwood,Redwood Valley Senior High,Redwood Falls,5-9,0-4,0-4,0-4
2897-01-002,Redwood,Reede Gray Elementary,Redwood Falls,10-19,5-9,0-4,0-4
2898-01-015,Redwood,Walnut Grove Elementary,Walnut Grove,0-4,10-19,0-4,0-4
0656-31-001,Rice,Bethlehem Academy,Faribault,10-19,0-4,0-4,0-4
0659-01-007,Rice,Bridgewater Elementary,Northfield,5-9,10-19,0-4,0-4
4194-07-010,Rice,Cannon River STEM School,Faribault,5-9,5-9,0-4,0-4
0656-31-003,Rice,Divine Mercy Catholic School,Faribault,5-9,0-4,0-4,0-4
0656-01-070,Rice,Faribault Middle,Faribault,5-9,0-4,0-4,0-4
0659-01-002,Rice,Northfield Middle,Northfield,5-9,0-4,5-9,0-4
0659-01-001,Rice,Northfield Senior High,Northfield,10-19,0-4,0-4,0-4
0656-31-002,Rice,Shattuck-St. Mary's,Faribault,0-4,5-9,10-19,0-4
2184-01-002,Rock,Luverne Elementary,Luverne,0-4,5-9,0-4,0-4
0682-01-010,Roseau,Roseau Elementary,Roseau,5-9,0-4,0-4,0-4
0682-01-020,Roseau,Roseau Secondary,Roseau,0-4,5-9,0-4,0-4
0690-01-010,Roseau,Warroad Elementary,Warroad,0-4,5-9,0-4,0-4
0704-01-002,Saint Louis,A.I. Jedlicka Middle School,Proctor,0-4,10-19,0-4,0-4
0704-01-004,Saint Louis,Bay View Elementary,Duluth,5-9,20-29,0-4,0-4
0695-01-302,Saint Louis,Chisholm Secondary,Chisholm,5-9,0-4,0-4,0-4
0709-01-220,Saint Louis,East High School,Duluth,10-19,10-19,5-9,0-4
0701-01-140,Saint Louis,Greenhaven Elementary,Hibbing,5-9,0-4,0-4,0-4
0700-01-010,Saint Louis,Hermantown Elementary,Hermantown,5-9,10-19,0-4,0-4
