DE ID, County, Name, City, 10/16/21, 10/30/21
0273-01-019, Hennepin, South View Middle, Edina, 5-9, 0-4
0282-01-020, Hennepin, St. Anthony Village Senior High, Saint Anthony, 0-4, 5-9
0282-31-001, Hennepin, St. Charles Borromeo, Saint Anthony, 0-4, 0-4
0283-01-042, Hennepin, St. Louis Park Middle School, Saint Louis Park, 0-4, 5-9
0283-01-040, Hennepin, St. Louis Park Senior High, Saint Louis Park, 5-9, 0-4
0279-31-004, Hennepin, St. Vincent de Paul, Brooklyn Park, 5-9, 0-4
0284-01-808, Hennepin, Sunset Hill Elementary, Plymouth, 0-4, 0-4
0283-01-755, Hennepin, Susan Lindgren Elementary, Saint Louis Park, 0-4, 5-9
4078-07-020, Hennepin, Twin Cities International Schools, Minneapolis, 5-9, 0-4
0271-01-459, Hennepin, Valley View Elementary, Bloomington, 0-4, 0-4
0001-03-368, Hennepin, Washburn Senior High, Minneapolis, 0-4, 0-4
0284-01-053, Hennepin, Wayzata Central Middle, Plymouth, 0-4, 0-4
0284-01-050, Hennepin, Wayzata High, Plymouth, 0-4, 5-9
0282-01-040, Hennepin, Wilshire Park Elementary, Saint Anthony, 0-4, 5-9
0300-31-001, Houston, Crucifixion, La Crescent, 0-4, 0-4
0300-01-010, Houston, La Crescent-Hokah Elementary, La Crescent, 0-4, 0-4
0308-01-010, Hubbard, Nevis Elementary, Nevis, 0-4, 5-9
0308-01-020, Hubbard, Nevis Secondary, Nevis, 5-9, 0-4
0309-01-030, Hubbard, Park Rapids Area Century Elementary, Park Rapids, 5-9, 0-4
0309-01-080, Hubbard, Park Rapids Area Century Middle, Park Rapids, 5-9, 0-4
0309-01-060, Hubbard, Park Rapids Senior High, Park Rapids, 5-9, 0-4
4227-07-030, Isanti, Art & Science Academy Middle School, Isanti, 5-9, 0-4
0911-01-301, Isanti, Cambridge Middle School, Cambridge, 0-4, 5-9
0911-01-101, Isanti, Cambridge Primary School, Cambridge, 5-9, 0-4
0911-01-350, Isanti, Cambridge-Isanti High School, Cambridge, 20-29, 20-29
0911-01-202, Isanti, Isanti Intermediate School, Isanti, 0-4, 0-4
0911-01-302, Isanti, Isanti Middle School, Isanti, 5-9, 0-4
0318-01-110, Itasca, Cohasset Elementary, Cohasset, 5-9, 0-4
0317-01-001, Itasca, Deer River Secondary, Deer River, 5-9, 0-4
0318-01-140, Itasca, East Rapids Elementary, Grand Rapids, 5-9, 5-9
0318-01-360, Itasca, Grand Rapids Senior High, Grand Rapids, 5-9, 5-9
0316-01-310, Itasca, Greenway Senior High, Coleraine, 0-4, 0-4
0319-01-020, Itasca, Keewatin-Nashwauk Elementary School, Keewatin, 0-4, 0-4
0319-01-050, Itasca, Nashwauk Secondary, Nashwauk, 5-9, 0-4
0318-01-370, Itasca, Robert J. Elkington Middle School, Grand Rapids, 10-19, 5-9
0316-01-110, Itasca, Vandyke Elementary, Coleraine, 0-4, 0-4
0318-01-155, Itasca, West Rapids Elementary, Grand Rapids, 5-9, 5-9
0332-01-030, Kanabec, Mora Elementary School, Mora, 0-4, 0-4
0332-01-040, Kanabec, Mora Secondary, Mora, 10-19, 0-4
0333-01-010, Kanabec, Ogilvie Elementary, Ogilvie, 0-4, 0-4
0333-01-020, Kanabec, Ogilvie Secondary, Ogilvie, 0-4, 0-4
0347-31-001, Kandiyohi, Community Christian, Willmar, 5-9, 0-4
0347-01-109, Kandiyohi, Kennedy Elementary, Willmar, 20-29, 0-4
0347-01-110, Kandiyohi, Lakeland Elementary School, Willmar , 10-19, 5-9
0345-01-010, Kandiyohi, Prairie Woods Elementary, New London, 5-9, 5-9
0347-01-108, Kandiyohi, Roosevelt Elementary, Willmar, 5-9, 10-19
0347-01-949, Kandiyohi, Willmar Area Learning Center, Willmar, 0-4, 5-9
0347-01-301, Kandiyohi, Willmar Middle School, Willmar, 10-19, 10-19
0347-01-300, Kandiyohi, Willmar Senior High, Willmar, 20-29, 10-19
2358-01-020, Kittson, Tri-County Secondary, Karlstad, 0-4, 5-9
0361-01-007, Koochiching, Falls Elementary, International Falls, 0-4, 0-4
0361-01-001, Koochiching, Falls Secondary, International Falls, 0-4, 5-9
0378-01-020, Lac qui Parle, Dawson-Boyd Secondary, Dawson, 5-9, 0-4
2853-01-040, Lac qui Parle, Lac qui Parle Valley Secondary, Madison, 0-4, 5-9
0378-01-010, Lac qui Parle, Stevens Elementary, Dawson, 0-4, 5-9
0390-01-222, Lake of The Woods, Lake of The Woods Secondary, Baudette, 5-9, 0-4
2905-01-020, Le Sueur, Tri-City United High School, Montgomery, 10-19, 5-9
2143-01-040, Le Sueur, Waterville-Elysian-Morristown Sr0-4, Waterville, 5-9, 0-4
2167-01-010, Lyon, Lakeview Elementary, Cottonwood, 5-9, 5-9
0413-01-006, Lyon, Marshall Middle School, Marshall, 0-4, 0-4
2904-01-002, Lyon, Tracy Elementary, Tracy, 20-29, 0-4
0413-01-003, Lyon, West Side Elementary, Marshall, 10-19, 0-4
2176-01-010, Marshall, Warren Elementary, Warren, 5-9, 0-4
2176-01-020, Marshall, Warren-Alvarado-Oslo Secondary, Warren, 5-9, 0-4
2752-01-050, Martin, Fairmont Elementary School, Fairmont, 10-19, 5-9
2752-01-060, Martin, Fairmont Jr./Sr. High School, Fairmont, 10-19, 0-4
2859-01-060, McLeod, Glencoe-Silver Lake Senior High, Glencoe, 10-19, 5-9
0423-01-020, McLeod, Hutchinson Middle, Hutchinson, 0-4, 5-9
0423-01-010, McLeod, Hutchinson Park Elementary, Hutchinson, 5-9, 5-9
0423-01-030, McLeod, Hutchinson Senior High, Hutchinson, 5-9, 5-9
2859-01-030, McLeod, Lakeside Elementary, Silver Lake, 5-9, 5-9
2859-01-010, McLeod, Lincoln Elementary, Glencoe, 5-9, 5-9
2396-01-300, Meeker, A.C.G.C. Secondary, Grove City, 5-9, 5-9
0463-01-020, Meeker, Eden Valley Secondary, Eden Valley, 5-9, 0-4
0465-01-030, Meeker, Litchfield Middle School, Litchfield, 5-9, 5-9
0465-01-040, Meeker, Litchfield Senior High, Litchfield, 5-9, 0-4
0912-01-010, Mille Lacs, Milaca Elementary, Milaca, 5-9, 10-19
0912-01-030, Mille Lacs, Milaca Secondary High, Milaca, 10-19, 5-9
0477-01-030, Mille Lacs, Princeton High School, Princeton, 5-9, 10-19
0477-01-010, Mille Lacs, Princeton Intermediate School, Princeton, 5-9, 5-9
0477-01-020, Mille Lacs, Princeton Middle School, Princeton, 0-4, 0-4
0477-01-001, Mille Lacs, Princeton Primary School, Princeton, 5-9, 5-9
0482-01-200, Morrison, Community Middle, Little Falls, 20-29, 10-19
0482-01-130, Morrison, Knight Elementary, Randall, 5-9, 0-4
0482-01-110, Morrison, Lincoln Elementary, Little Falls, 5-9, 0-4
0482-01-120, Morrison, Lindbergh Elementary, Little Falls, 0-4, 5-9
0482-01-300, Morrison, Little Falls Senior High, Little Falls, 10-19, 10-19
0484-01-020, Morrison, Pioneer Elementary, Pierz, 5-9, 5-9
0485-01-020, Morrison, Royalton High School, Royalton, 5-9, 0-4
0486-01-010, Morrison, Swanville Elementary, Swanville, 5-9, 0-4
0487-01-020, Morrison, Upsala Secondary, Upsala, 5-9, 0-4
0492-01-200, Mower, Austin Senior High, Austin, 5-9, 5-9
0492-01-300, Mower, Ellis Middle, Austin, 5-9, 0-4
0495-01-020, Mower, Grand Meadow Middle, Grand Meadow, 5-9, 0-4
0495-01-030, Mower, Grand Meadow Senior High, Grand Meadow, 5-9, 0-4
0492-01-280, Mower, I.J. Holton Intermediate School, Austin, 5-9, 0-4
0499-01-015, Mower, LeRoy Elementary, LeRoy, 5-9, 0-4
0500-01-030, Mower, Southland Elementary, Rose Creek, 5-9, 5-9
0500-01-040, Mower, Southland Senior High, Adams, 0-4, 5-9
0505-01-010, Murray, Fulda Elementary, Fulda, 10-19, 0-4
0505-01-020, Murray, Fulda Secondary, Fulda, 5-9, 5-9
2169-01-010, Murray, Murray Co. Central Elementary, Slayton, 5-9, 0-4
2169-01-020, Murray, Murray County Central Secondary, Slayton, 5-9, 0-4
0077-01-190, Nicollet, Dakota Meadows Middle School, North Mankato, 0-4, 5-9
0077-01-020, Nicollet, Hoover Elementary, North Mankato, 0-4, 5-9
0077-01-040, Nicollet, Monroe Elementary, North Mankato, 10-19, 5-9
0507-01-010, Nicollet, Nicollet Elementary School, Nicollet, 5-9, 0-4
0507-01-015, Nicollet, Nicollet Middle School, Nicollet, 5-9, 0-4
0507-01-020, Nicollet, Nicollet Senior High School, Nicollet, 5-9, 0-4
0508-01-080, Nicollet, St. Peter Middle School, Saint Peter, 0-4, 5-9
0518-01-001, Nobles, Prairie Elementary, Worthington, 0-4, 0-4
2907-01-010, Nobles, Round Lake-Brewster Elementary, Brewster, 0-4, 0-4
0518-01-004, Nobles, Worthington Middle, Worthington, 5-9, 0-4
0518-01-008, Nobles, Worthington Senior High, Worthington, 5-9, 5-9
2854-01-030, Norman, Ada-Borup Secondary, Ada, 10-19, 0-4
0535-01-110, Olmsted, Bamber Valley Elementary, Rochester, 0-4, 5-9
0534-01-010, Olmsted, Bear Cave Intermediate School, Stewartville, 5-9, 0-4
0534-01-011, Olmsted, Bonner Elementary, Stewartville, 5-9, 0-4
0531-01-010, Olmsted, Byron Intermediate School, Byron, 0-4, 0-4
0531-01-020, Olmsted, Byron Senior High School, Byron, 0-4, 0-4
0535-01-305, Olmsted, Century Senior High, Rochester, 5-9, 5-9
0533-01-020, Olmsted, Dover-Eyota Elementary, Eyota, 5-9, 0-4
0535-01-120, Olmsted, Elton Hills Elementary, Rochester, 5-9, 5-9
0535-01-129, Olmsted, George W. Gibbs Elementary, Rochester, 10-19, 0-4
0535-01-134, Olmsted, Hoover Elementary, Rochester, 0-4, 0-4
0535-01-325, Olmsted, John Adams Middle, Rochester, 5-9, 0-4
0535-01-310, Olmsted, John Marshall Senior High, Rochester, 5-9, 5-9
0535-01-335, Olmsted, Kellogg Middle, Rochester, 5-9, 0-4
0535-01-315, Olmsted, Mayo Senior High, Rochester, 10-19, 10-19
0535-01-125, Olmsted, Montessori at Franklin, Rochester, 0-4, 0-4
0535-01-146, Olmsted, Pinewood Elementary, Rochester, 0-4, 0-4
0535-01-147, Olmsted, Riverside Central Elementary, Rochester, 0-4, 5-9
0535-31-170, Olmsted, Schaeffer Academy, Rochester, 5-9, 0-4
0534-01-020, Olmsted, Stewartville Middle, Stewartville, 20-29, 5-9
0534-01-030, Olmsted, Stewartville Senior High, Stewartville, 5-9, 0-4
0535-01-330, Olmsted, Willow Creek Middle, Rochester, 5-9, 10-19
0544-01-130, Otter Tail, Adams Elementary, Fergus Falls, 10-19, 0-4
0544-01-140, Otter Tail, Cleveland Elementary, Fergus Falls, 5-9, 0-4
0544-01-370, Otter Tail, Fergus Falls Area Learning Center, Fergus Falls, 0-4, 0-4
0549-01-010, Otter Tail, Heart of The Lake Elementary, Perham, 5-9, 0-4
0545-01-010, Otter Tail, Henning Elementary, Henning, 0-4, 0-4
0544-01-390, Otter Tail, Kennedy High School, Fergus Falls, 5-9, 5-9
0544-01-380, Otter Tail, Kennedy Middle School, Fergus Falls, 10-19, 0-4
0544-31-002, Otter Tail, Our Lady of Victory, Fergus Falls, 5-9, 0-4
0547-01-010, Otter Tail, Parkers Prairie Elementary, Parkers Prairie, 5-9, 0-4
0549-01-030, Otter Tail, Perham Senior High, Perham, 5-9, 0-4
0549-01-020, Otter Tail, Prairie Wind Middle, Perham, 5-9, 5-9
0549-31-002, Otter Tail, St. Paul's Lutheran, Perham, 0-4, 0-4
0550-01-010, Otter Tail, Underwood Elementary, Underwood, 0-4, 5-9
0564-01-070, Pennington, Lincoln Senior High, Thief River Falls, 0-4, 0-4
2165-01-010, Pine, Hinckley Elementary, Hinckley, 0-4, 5-9
2165-01-020, Pine, Hinckley-Finlayson Secondary, Hinckley, 5-9, 0-4
0578-01-010, Pine, Pine City Elementary, Pine City, 0-4, 0-4
0581-01-020, Pipestone, Edgerton Elementary, Edgerton, 0-4, 0-4
0599-01-010, Polk, Fertile-Beltrami Elementary, Fertile, 5-9, 0-4
0599-01-020, Polk, Fertile-Beltrami Secondary, Fertile, 5-9, 0-4
0595-01-110, Polk, South Point Elementary, East Grand Forks, 0-4, 0-4
2149-01-070, Pope, Minnewaska Area Elementary, Glenwood, 0-4, 0-4
2149-01-060, Pope, Minnewaska Area Intermediate School, Glenwood, 10-19, 0-4
2149-01-050, Pope, Minnewaska Secondary, Glenwood, 10-19, 0-4
4018-07-010, Ramsey, Achieve Language Academy, Saint Paul, 0-4, 0-4
0625-01-579, Ramsey, American Indian Magnet School, Saint Paul, 5-9, 0-4
0625-01-422, Ramsey, Battle Creek Elementary School, Saint Paul, 0-4, 5-9
0621-01-025, Ramsey, Bel Air Elementary, New Brighton, 5-9, 5-9
0624-01-827, Ramsey, Birch Lake Elementary, White Bear Lake, 0-4, 0-4
0623-01-721, Ramsey, Brimhall Elementary, Roseville, 0-4, 5-9
0625-01-494, Ramsey, Capitol Hill Magnet/Rondo, Saint Paul, 0-4, 0-4
0622-01-027, Ramsey, Carver Elementary, Maplewood, 0-4, 0-4
0624-01-057, Ramsey, Central Middle, White Bear Lake, 5-9, 0-4
0625-01-210, Ramsey, Central Senior High, Saint Paul, 5-9, 0-4
0621-01-070, Ramsey, Chippewa Middle School, North Oaks, 5-9, 0-4
0625-01-431, Ramsey, Como Park Elementary, Saint Paul, 5-9, 0-4
0625-01-212, Ramsey, Como Park Senior High, Saint Paul, 0-4, 0-4
0625-31-835, Ramsey, Cretin-Derham Hall, Saint Paul, 0-4, 0-4
0625-01-433, Ramsey, Daytons Bluff Elementary, Saint Paul, 0-4, 5-9
0625-01-452, Ramsey, Eastern Heights Elementary, Saint Paul, 0-4, 5-9
0625-01-435, Ramsey, EXPO for Excellence Elementary School, Saint Paul, 0-4, 0-4
0625-01-464, Ramsey, Frost Lake Elementary School, Saint Paul, 0-4, 5-9
4186-07-010, Ramsey, Global Academy, New Brighton, 0-4, 0-4
4105-07-010, Ramsey, Great River School, Saint Paul, 0-4, 0-4
0625-01-476, Ramsey, Groveland Park Elementary, Saint Paul, 5-9, 0-4
0625-01-215, Ramsey, Harding Senior High, Saint Paul, 5-9, 5-9
0625-31-842, Ramsey, Highland Catholic, Saint Paul, 0-4, 0-4
0625-01-330, Ramsey, Highland Park Middle School, Saint Paul, 0-4, 0-4
0625-01-220, Ramsey, Highland Park Senior High, Saint Paul, 0-4, 0-4
0621-01-067, Ramsey, Highview Middle School, New Brighton, 0-4, 0-4
0625-31-845, Ramsey, Holy Spirit School, Saint Paul, 0-4, 5-9
0625-01-225, Ramsey, Humboldt High School, Saint Paul, 5-9, 0-4
0621-01-065, Ramsey, Irondale Senior High, New Brighton, 0-4, 0-4
0621-01-026, Ramsey, Island Lake Elementary, Shoreview, 5-9, 0-4
0625-01-483, Ramsey, Jie Ming Mandarin Immersion Academy, Saint Paul, 0-4, 0-4
0622-01-055, Ramsey, John Glenn Middle, Maplewood, 0-4, 0-4
0624-01-833, Ramsey, Matoska International, White Bear Lake, 0-4, 0-4
0621-01-064, Ramsey, Mounds View Senior High, Arden Hills, 5-9, 0-4
0625-01-533, Ramsey, Nokomis Montessori North Campus, Saint Paul, 0-4, 0-4
0623-31-010, Ramsey, North Heights Christian Academy, Roseville, 0-4, 5-9
0622-01-057, Ramsey, North Senior High, North Saint Paul, 5-9, 0-4
0623-01-073, Ramsey, Parkview Center School, Roseville, 0-4, 5-9
0621-01-030, Ramsey, Pinewood Elementary, Mounds View, 0-4, 0-4
0622-31-066, Ramsey, Presentation of Mary School, Maplewood, 0-4, 10-19
0625-01-545, Ramsey, Randolph Heights Elementary, Saint Paul, 5-9, 0-4
0623-01-069, Ramsey, Roseville Area Senior High, Roseville, 5-9, 5-9
0625-31-861, Ramsey, St. Agnes, Saint Paul, 5-9, 10-19
0623-31-705, Ramsey, St. Jerome, Maplewood, 5-9, 0-4
0621-31-083, Ramsey, St. Odilia, Shoreview, 0-4, 0-4
0622-31-069, Ramsey, St. Peter, North Saint Paul, 0-4, 0-4
0622-31-068, Ramsey, Transfiguration, Oakdale, 0-4, 0-4
0621-01-035, Ramsey, Turtle Lake Elementary, Shoreview, 5-9, 0-4
0625-01-252, Ramsey, Washington Tech Secondary Magnet, Saint Paul, 0-4, 0-4
0622-01-036, Ramsey, Webster Elementary, North Saint Paul, 5-9, 0-4
0624-01-055, Ramsey, White Bear North Campus Senior, White Bear Lake, 0-4, 0-4
0623-01-731, Ramsey, Williams Elementary, Shoreview, 10-19, 0-4
2897-01-002, Redwood, Reede Gray Elementary, Redwood Falls, 0-4, 0-4
0640-01-020, Redwood, Wabasso Secondary, Wabasso, 5-9, 0-4
2159-01-010, Renville, Buffalo Lake-Hector Elementary, Buffalo Lake, 0-4, 5-9
2890-01-001, Renville, Renville County West Elementary, Renville, 0-4, 5-9
0656-31-001, Rice, Bethlehem Academy, Faribault, 0-4, 0-4
0659-01-007, Rice, Bridgewater Elementary, Northfield, 5-9, 0-4
4194-07-010, Rice, Cannon River STEM School, Faribault, 0-4, 0-4
0656-31-003, Rice, Divine Mercy Catholic School, Faribault, 0-4, 0-4
2905-01-040, Rice, Lonsdale Pre K-6, Lonsdale, 5-9, 0-4
0659-01-001, Rice, Northfield Senior High, Northfield, 5-9, 5-9
2184-01-002, Rock, Luverne Elementary, Luverne, 0-4, 0-4
0682-01-010, Roseau, Roseau Elementary, Roseau, 5-9, 5-9
0682-01-020, Roseau, Roseau Secondary, Roseau, 0-4, 5-9
0690-01-010, Roseau, Warroad Elementary, Warroad, 5-9, 5-9
0690-01-030, Roseau, Warroad High School, Warroad, 5-9, 5-9
0704-01-004, Saint Louis, Bay View Elementary, Duluth, 0-4, 0-4
2142-01-096, Saint Louis, Cherry Elementary, Iron, 5-9, 0-4
2142-01-095, Saint Louis, Cherry Secondary, Iron, 5-9, 0-4
0695-01-302, Saint Louis, Chisholm Secondary, Chisholm, 0-4, 0-4
0709-01-215, Saint Louis, Denfeld High School, Duluth, 5-9, 0-4
0709-01-220, Saint Louis, East High School, Duluth, 0-4, 0-4
2909-01-040, Saint Louis, Eveleth-Gilbert Senior High, Eveleth, 5-9, 0-4
2909-01-010, Saint Louis, Franklin Elementary, Eveleth, 5-9, 0-4
0701-01-140, Saint Louis, Greenhaven Elementary, Hibbing, 0-4, 0-4
0700-01-010, Saint Louis, Hermantown Elementary, Hermantown, 5-9, 10-19
0700-01-015, Saint Louis, Hermantown Middle, Hermantown, 0-4, 0-4
0700-01-020, Saint Louis, Hermantown Senior High, Hermantown, 5-9, 0-4
0701-01-350, Saint Louis, Hibbing High, Hibbing, 5-9, 5-9
0709-01-475, Saint Louis, Homecroft Elementary, Duluth, 0-4, 0-4
0709-01-525, Saint Louis, Laura MacArthur Elementary, Duluth, 5-9, 5-9
0701-01-310, Saint Louis, Lincoln Elementary, Hibbing, 10-19, 0-4
0709-01-520, Saint Louis, Lowell Elementary, Duluth, 5-9, 0-4
0712-01-001, Saint Louis, Merritt Elementary, Mountain Iron, 0-4, 10-19
2711-01-010, Saint Louis, Mesabi East Elementary, Aurora, 5-9, 5-9
2711-01-040, Saint Louis, Mesabi East Secondary, Aurora, 10-19, 5-9
0712-01-003, Saint Louis, Mountain Iron-Buhl Secondary, Mountain Iron, 5-9, 0-4
4084-07-010, Saint Louis, North Shore Community School, Duluth, 5-9, 0-4
4020-07-010, Saint Louis, North Star Academy, Duluth, 10-19, 0-4
2142-01-050, Saint Louis, North Woods Elementary, Cook, 5-9, 5-9
0709-01-335, Saint Louis, Ordean East Middle School, Duluth, 0-4, 0-4
0704-01-001, Saint Louis, Proctor Senior High, Proctor, 0-4, 0-4
2909-01-090, Saint Louis, Virginia Secondary, Virginia, 5-9, 0-4
0701-01-160, Saint Louis, Washington Elementary, Hibbing, 0-4, 5-9
4184-07-010, Scott, Aspen Academy, Savage, 0-4, 0-4
0716-01-020, Scott, Belle Plaine Senior High, Belle Plaine, 0-4, 5-9
0720-01-865, Scott, Eagle Creek Elementary School, Shakopee, 0-4, 0-4
0721-01-521, Scott, Eagle View, Elko New Market, 5-9, 5-9
0721-01-651, Scott, Falcon Ridge, New Prague, 5-9, 0-4
0719-01-014, Scott, Glendale El0-4, Savage, 0-4, 0-4
0719-01-019, Scott, Hamilton Ridge Elementary School, Savage, 0-4, 0-4
0719-01-020, Scott, Hidden Oaks Middle School, Prior Lake, 0-4, 5-9
0720-01-866, Scott, Jackson Elementary, Shakopee, 0-4, 0-4
0717-01-637, Scott, Jordan Elementary, Jordan, 5-9, 5-9
0719-01-009, Scott, La Ola Del Lago at Grainwood, Prior Lake, 0-4, 0-4
0721-01-111, Scott, New Prague Middle School, New Prague, 10-19, 5-9
0721-01-029, Scott, New Prague Senior High, New Prague, 5-9, 10-19
0716-01-011, Scott, Oak Crest Elementary, Belle Plaine, 5-9, 0-4
0719-01-030, Scott, Prior Lake High School, Savage, 5-9, 5-9
0721-01-345, Scott, Raven Stream Elementary, New Prague, 0-4, 5-9
0720-01-085, Scott, Shakopee East Middle School, Shakopee, 0-4, 0-4
0720-01-083, Scott, Shakopee High School, Shakopee, 5-9, 0-4
0720-01-084, Scott, Shakopee West Middle School, Shakopee, 0-4, 0-4
0191-31-002, Scott, St. John the Baptist, Savage, 0-4, 0-4
0720-01-860, Scott, Sweeney Elementary, Shakopee, 0-4, 0-4
0719-01-021, Scott, Twin Oaks Middle School, Prior Lake, 0-4, 0-4
0719-01-010, Scott, Westwood El0-4, Prior Lake, 0-4, 0-4
0726-01-010, Sherburne, Becker Intermediate Elementary, Becker, 10-19, 5-9
0726-01-030, Sherburne, Becker Middle, Becker, 0-4, 0-4
0726-01-040, Sherburne, Becker Primary, Becker, 10-19, 0-4
0726-01-020, Sherburne, Becker Senior High, Becker, 5-9, 0-4
0727-01-030, Sherburne, Big Lake Middle School, Big Lake, 10-19, 0-4
0727-01-020, Sherburne, Big Lake Senior High, Big Lake, 10-19, 0-4
0742-01-016, Sherburne, Clearview Elementary, Clear Lake, 5-9, 10-19
0728-01-500, Sherburne, Elk River Senior High, Elk River, 5-9, 0-4
0727-01-010, Sherburne, Independence Elementary, Big Lake, 0-4, 0-4
0727-01-040, Sherburne, Liberty Elementary, Big Lake, 5-9, 0-4
0728-01-300, Sherburne, Lincoln Elementary, Elk River, 0-4, 0-4
0728-01-700, Sherburne, Meadowvale Elementary, Elk River, 0-4, 5-9
0728-01-110, Sherburne, Parker Elementary, Elk River, 5-9, 0-4
0728-01-410, Sherburne, Salk Middle School, Elk River, 0-4, 0-4
4160-07-010, Sherburne, Spectrum High School, Elk River, 5-9, 0-4
0728-01-170, Sherburne, Twin Lakes Elementary, Elk River, 0-4, 0-4
0728-01-400, Sherburne, VandenBerge Middle School, Elk River, 5-9, 0-4
0728-01-210, Sherburne, Westwood Elementary, Zimmerman, 5-9, 0-4
0728-01-200, Sherburne, Zimmerman Elementary, Zimmerman, 5-9, 0-4
0728-01-530, Sherburne, Zimmerman High School, Zimmerman, 5-9, 0-4
0728-01-350, Sherburne, Zimmerman Middle, Zimmerman, 5-9, 0-4
2365-01-020, Sibley, GFW Junior-Senior High School (Grades 6-12), Winthrop, 5-9, 0-4
2310-01-020, Sibley, Sibley East Middle School, Arlington, 5-9, 0-4
2310-01-003, Sibley, Sibley East-Arlington Senior High, Arlington, 5-9, 0-4
2310-01-010, Sibley, Sibley East-Gaylord Elementary, Gaylord, 5-9, 0-4
0745-01-060, Stearns, Albany Area High School, Albany, 10-19, 0-4
0745-01-050, Stearns, Albany Area Middle School, Albany, 10-19, 0-4
0745-01-010, Stearns, Albany Elementary, Albany, 10-19, 0-4
0742-01-057, Stearns, Apollo Senior High, Saint Cloud, 10-19, 5-9
4250-07-010, Stearns, Athlos Academy of Saint Cloud, Saint Cloud, 5-9, 0-4
0745-01-030, Stearns, Avon Elementary, Avon, 5-9, 5-9
0742-31-003, Stearns, Cathedral - John XXIII, Saint Cloud, 0-4, 0-4
0750-01-030, Stearns, Cold Spring Elementary, Cold Spring, 5-9, 5-9
0742-01-029, Stearns, Early Childhood Special Education at Quarryview Education Center, Waite Park, 0-4, 5-9
0463-01-010, Stearns, Eden Valley Elementary, Eden Valley, 10-19, 0-4
0738-01-001, Stearns, Holdingford Elementary, Holdingford, 0-4, 5-9
0738-01-002, Stearns, Holdingford Secondary, Holdingford, 0-4, 5-9
0742-01-025, Stearns, Kennedy Community School, Saint Joseph, 5-9, 5-9
0739-01-020, Stearns, Kimball Secondary, Kimball, 5-9, 0-4
0742-01-031, Stearns, Madison Elementary, Saint Cloud, 5-9, 5-9
0740-01-010, Stearns, Melrose Elementary, Melrose, 5-9, 0-4
0740-01-020, Stearns, Melrose Middle, Melrose, 5-9, 0-4
0740-01-030, Stearns, Melrose Secondary, Melrose, 5-9, 0-4
0742-01-052, Stearns, North Junior High, Saint Cloud, 5-9, 0-4
0742-01-051, Stearns, Oak Hill Community Elementary, Saint Cloud, 0-4, 5-9
0741-01-020, Stearns, Paynesville Area High School, Paynesville, 0-4, 5-9
0741-01-001, Stearns, Paynesville Elementary, Paynesville, 0-4, 5-9
0748-01-050, Stearns, Sartell Middle, Sartell, 5-9, 0-4
0743-01-010, Stearns, Sauk Centre Elementary, Sauk Centre, 5-9, 5-9
0743-01-070, Stearns, Sauk Centre Middle, Sauk Centre, 0-4, 5-9
0743-01-030, Stearns, Sauk Centre Secondary, Sauk Centre, 0-4, 0-4
0742-01-054, Stearns, South Junior High, Saint Cloud, 0-4, 5-9
0742-01-059, Stearns, Technical Senior High, Saint Cloud, 10-19, 0-4
0756-01-010, Steele, Blooming Prairie Elementary, Blooming Prairie, 0-4, 0-4
0756-01-020, Steele, Blooming Prairie Secondary, Blooming Prairie, 10-19, 5-9
0761-01-901, Steele, Lincoln Elementary, Owatonna, 0-4, 0-4
0761-01-902, Steele, McKinley Elementary, Owatonna, 5-9, 0-4
0761-01-151, Steele, Owatonna Middle School, Owatonna, 5-9, 5-9
0761-01-150, Steele, Owatonna Senior High, Owatonna, 10-19, 10-19
0761-01-904, Steele, Washington Elementary, Owatonna, 5-9, 5-9
2769-01-030, Stevens, Morris Area Elementary, Morris, 0-4, 5-9
2769-01-010, Stevens, Morris Area Secondary, Morris, 5-9, 5-9
0777-01-101, Swift, Benson Secondary, Benson, 0-4, 0-4
0775-01-030, Swift, Murdock Elementary, Murdock, 5-9, 0-4
0777-01-103, Swift, Northside Elementary, Benson, 5-9, 5-9
0787-01-010, Todd, Browerville Elementary, Browerville, 10-19, 0-4
0787-01-020, Todd, Browerville Secondary, Browerville, 20-29, 0-4
2753-01-010, Todd, Long Prairie-Grey Eagle Elementary, Long Prairie, 10-19, 5-9
2753-01-020, Todd, Long Prairie-Grey Secondary School, Long Prairie, 5-9, 5-9
0813-01-010, Wabasha, Bluff View Elementary, Lake City, 0-4, 10-19
0813-01-040, Wabasha, Lincoln Secondary, Lake City, 5-9, 20-29
2899-01-020, Wabasha, Plainview-Elgin-Millville 4-6, Elgin, 5-9, 5-9
2899-01-040, Wabasha, Plainview-Elgin-Millville High, Plainview, 10-19, 10-19
2899-01-010, Wabasha, Plainview-Elgin-Millville PK-3, Plainview, 0-4, 5-9
0811-31-001, Wabasha, St. Felix Catholic School, Wabasha, 5-9, 0-4
2805-01-001, Wabasha, Zumbrota-Mazeppa Elementary School, Mazeppa, 10-19, 5-9
6004-61-020, Wadena, Freshwater Education District ALC, Wadena, 5-9, 0-4
0821-01-010, Wadena, Menahga Elementary, Menahga, 5-9, 0-4
0818-01-010, Wadena, Verndale Elementary, Verndale, 0-4, 5-9
0818-01-020, Wadena, Verndale Secondary, Verndale, 5-9, 5-9
2155-01-002, Wadena, Wadena-Deer Creek Elementary, Wadena, 10-19, 0-4
